,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
11243,Toyota Yaris Hatchback,5100000,Lahore,2021,7000,Petrol,Automatic,Un-Registered,Red,Imported,1000,High,Low
11246,Toyota Prado TX 2.7,28500000,Lahore,2019,20000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,High,Low
11248,Toyota Prado TX L Package 2.7,31500000,Lahore,2019,35000,Petrol,Automatic,Un-Registered,Black,Imported,2700,High,Low
11250,Daihatsu Mira,3150000,Gujranwala,2019,42000,Petrol,Automatic,Punjab,Turquoise,Imported,660,Medium,Low
11251,Daihatsu Cuore CX Eco,1030000,Lahore,2008,30000,Petrol,Not Available,Punjab,Grey,Local,800,Low,Low
11253,Suzuki Mehran VX,860000,Islamabad,2008,64500,Petrol,Not Available,Islamabad,Gold,Local,800,Low,Medium
11255,Honda Civic Oriel 1.8 i-VTEC CVT,5300000,Lahore,2018,67000,Petrol,Automatic,Lahore,Lunar Silver Metallic,Imported,1800,High,Medium
11256,Suzuki Wagon R VXL,2075000,Gujranwala,2018,85000,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,Low,Medium
11257,Suzuki Alto VXL AGS,3300000,Peshawar,2021,6500,Petrol,Automatic,Punjab,Solid White,Local,660,Medium,Low
11258,Suzuki Cultus VXR,2700000,Multan,2020,73000,Petrol,Not Available,Lahore,Grey,Local,1000,Medium,Medium
11259,Honda Vezel Hybrid Z,6200000,Lahore,2018,90000,Hybrid,Automatic,Un-Registered,Black,Imported,1500,High,Medium
11260,Suzuki Cultus Auto Gear Shift,2890000,Lahore,2018,58000,Petrol,Automatic,Lahore,White,Local,1000,Medium,Medium
11261,Toyota Corolla GLi Automatic 1.3 VVTi,4850000,Sumandari,2019,58982,Petrol,Automatic,Islamabad,Grey,Local,1300,High,Medium
11262,Toyota Corolla GLi 1.3 VVTi,3200000,Hyderabad,2014,72660,Petrol,Not Available,Karachi,Silver Metallic,Imported,1300,Medium,Medium
11263,Suzuki Wagon R VXL,2050000,Sialkot,2018,112000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,High
11265,Mercedes Benz C Class C180,3490000,Lahore,2007,121000,Petrol,Automatic,Islamabad,Midnight Blue,Imported,1800,Medium,High
11266,Suzuki Bolan VX Euro II,975000,Lahore,2013,11600,Petrol,Not Available,Punjab,Solid White,Local,800,Low,Low
11268,Honda City 1.3 i-VTEC,3360000,Islamabad,2016,154000,Petrol,Not Available,Islamabad,Lunar Silver Metallic,Local,1300,Medium,High
11269,Suzuki Cultus Auto Gear Shift,3000000,Islamabad,2019,118000,Petrol,Automatic,Sindh,White,Local,1000,Medium,High
11276,Honda Vezel Hybrid Z,6900000,Islamabad,2017,120000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,High,High
11279,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,6390000,Karachi,2021,32000,Petrol,Automatic,Karachi,Super white,Local,1800,High,Low
11280,Toyota Corolla XLi VVTi,3175000,Lahore,2019,90000,Petrol,Not Available,Karachi,White,Local,1300,Medium,Medium
11282,Toyota Corolla GLi Automatic 1.6 VVTi,3200000,Lahore,2012,150000,Petrol,Automatic,Lahore,White,Local,1600,Medium,High
11284,Toyota Corolla GLi 1.3 VVTi,3700000,Sialkot,2017,112000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,High
11285,Toyota Corolla Altis X Automatic 1.6,6200000,Peshawar,2022,20000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
11287,Honda City 1.3 i-VTEC,3529999,Faisalabad,2018,52000,Petrol,Not Available,Islamabad,Lunar Silver Metallic,Local,1300,Medium,Medium
11290,Suzuki Wagon R VXR,2300000,Islamabad,2017,75500,Petrol,Not Available,Sindh,Solid White,Local,1000,Medium,Medium
11291,Toyota Vitz F 1.0,2400000,Karachi,2011,90000,Petrol,Automatic,Sindh,Silver,Imported,1000,Medium,Medium
11292,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2550000,Lahore,2011,152980,Petrol,Automatic,Lahore,Crystal Black,Local,1800,Medium,High
11296,Suzuki Mehran VXR (CNG),590000,Peshawar,2007,150000,Petrol,Not Available,Punjab,Solid White,Local,800,Low,High
11298,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,8000000,Islamabad,2023,25000,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
11299,Changan Karvaan Plus,2000000,Daska,2020,100000,Petrol,Not Available,Punjab,White,Local,1000,Low,Medium
11300,Suzuki Alto VXL AGS,3040000,Peshawar,2023,7000,Petrol,Automatic,Islamabad,Solid White,Local,660,Medium,Low
11301,Toyota Corolla Altis Grande CVT-i 1.8,4350000,Lahore,2015,69000,Petrol,Automatic,Punjab,Silver Metallic,Local,1800,High,Medium
11302,Toyota Yaris ATIV X CVT 1.5,4750000,Islamabad,2021,66000,Petrol,Automatic,Islamabad,Super White,Local,1500,High,Medium
11304,Honda Civic Oriel 1.8 i-VTEC CVT,6300000,Lahore,2021,80000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,High,Medium
11308,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,7195000,Gujrat,2022,5750,Petrol,Automatic,Islamabad,Super white,Local,1800,High,Low
11309,Honda Civic Oriel 1.8 i-VTEC CVT,4850000,Lahore,2017,100000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,High,Medium
11311,Toyota Land Cruiser ZX,29500000,Lahore,2013,80000,Petrol,Automatic,Islamabad,White,Imported,4600,High,Medium
11313,Toyota Corolla Altis Automatic 1.6,5225000,Lahore,2020,119000,Petrol,Automatic,Islamabad,Black,Local,1600,High,High
11314,Suzuki Alto VXR,1125000,Lahore,2011,132000,Petrol,Not Available,Lahore,Blue,Local,1000,Low,High
11316,Hyundai Tucson AWD A/T Ultimate,8500000,Karachi,2023,29000,Petrol,Automatic,Karachi,Polar White,Local,2000,High,Low
11317,Honda Civic VTi Oriel Prosmatec 1.6,1600000,Islamabad,2003,100000,Petrol,Automatic,Lahore,Black,Local,1600,Low,Medium
11318,Toyota Corolla GLi 1.3 VVTi,4430000,Bhera,2018,76000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,High,Medium
11324,Suzuki Cultus Limited Edition,1650000,Karachi,2015,100000,Petrol,Not Available,Karachi,Graphite Grey,Local,1000,Low,Medium
11328,Toyota Corolla XLi VVTi,2250000,Karachi,2010,375000,Petrol,Not Available,Sindh,Black,Local,1300,Medium,High
11329,Hyundai Santro Club,960000,Rawalpindi,2004,142000,Petrol,Not Available,Lahore,White,Imported,1000,Low,High
11330,Suzuki Wagon R VXL,2300000,Rahim yar khan,2017,130000,Petrol,Not Available,Sindh,Solid White,Local,1000,Medium,High
11331,Honda Civic VTi 1.6,1175000,Islamabad,1998,300000,Petrol,Not Available,Punjab,Dark Maroon,Local,1600,Low,High
11332,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,6600000,Faisalabad,2021,43000,Petrol,Automatic,Punjab,White,Local,1800,High,Low
11334,Toyota Prado TX L Package 2.7,26800000,Lahore,2017,56000,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,2700,High,Medium
11336,Toyota Prado TX L Package 2.7,20500000,Lahore,2014,75000,Petrol,Automatic,Islamabad,White,Imported,2700,High,Medium
11339,Honda Vezel Hybrid Z,4800000,Lahore,2019,98500,Hybrid,Automatic,Islamabad,Silver,Imported,1500,High,Medium
11340,Honda Vezel Hybrid Z,5380000,Lahore,2015,60000,Hybrid,Automatic,Islamabad,White,Imported,1500,High,Medium
11341,Suzuki Wagon R VXL,2630000,Lahore,2020,42000,Petrol,Not Available,Lahore,Silver,Local,1000,Medium,Low
11346,Suzuki Baleno JXR,1100000,Kharian,2004,60000,Petrol,Not Available,Islamabad,White,Local,1300,Low,Medium
11347,Suzuki Mehran VXR,844999,Phalia,2012,185000,Petrol,Not Available,Lahore,Gray Metallic,Local,800,Low,High
11348,Suzuki Cultus VXL,3350000,Daulatpur,2020,97000,Petrol,Not Available,Sindh,Silky Silver,Local,1000,Medium,Medium
11349,Toyota Corolla Altis X Automatic 1.6,5600000,Lahore,2021,24000,Petrol,Automatic,Lahore,White,Local,1600,High,Low
11350,Toyota Corolla GLi Automatic 1.3 VVTi,4600000,Narowal,2019,80000,Petrol,Automatic,Lahore,White,Local,1300,High,Medium
11351,Suzuki Alto,1475000,Islamabad,2003,102000,Not Available,Automatic,Peshawar,Silver,Imported,800,Low,High
11352,Suzuki Alto VXR (CNG),890000,Mardan,2004,15881,Not Available,Not Available,Lahore,Silver,Imported,1000,Low,Low
11353,Suzuki Alto VXR,2550000,Lahore,2022,55000,Petrol,Not Available,Punjab,Solid White,Local,660,Medium,Medium
11354,Honda City 1.3 i-VTEC,3400000,Lahore,2017,82500,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Medium,Medium
11355,Suzuki Mehran VXR Euro II,1025000,Karachi,2014,85000,Petrol,Not Available,Karachi,Blue,Local,796,Low,Medium
11356,Suzuki Cultus VXL,3600000,Islamabad,2022,36000,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Low
11358,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3275000,Lahore,2014,121000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,Medium,High
11360,Suzuki Alto VXR,2555000,Faisalabad,2022,23900,Petrol,Not Available,Islamabad,White,Local,660,Medium,Low
11363,Hyundai Tucson AWD A/T Ultimate,8900000,Lahore,2022,4500,Petrol,Automatic,Punjab,White,Local,2000,High,Low
11364,Honda Civic VTi Prosmatec 1.8 i-VTEC,3000000,Islamabad,2011,158000,Petrol,Automatic,Islamabad,White,Local,1800,Medium,High
11374,Hyundai Tucson AWD A/T Ultimate,7500000,Islamabad,2021,40000,Petrol,Automatic,Islamabad,Black,Local,2000,High,Low
11375,Toyota Land Cruiser ZX,0,Islamabad,2018,77800,Petrol,Automatic,Un-Registered,White,Imported,4600,Low,Medium
11377,Suzuki Mehran VX,525000,Gujranwala,2012,112000,Petrol,Not Available,Punjab,Black,Local,800,Low,High
11379,Suzuki Mehran VXR,790000,Lahore,2010,123456,Petrol,Not Available,Lahore,Blue,Local,800,Low,High
11380,Honda City 1.3 i-VTEC,3075000,Islamabad,2015,124000,Petrol,Not Available,Lahore,Lunar Silver Metallic,Local,1300,Medium,High
11381,Suzuki Mehran VXR,680000,Rawalpindi,2007,123456,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,Low,High
11385,Honda Civic VTi Oriel Prosmatec 1.6,1125000,Karachi,2001,123,Petrol,Automatic,Karachi,Silver,Local,1600,Low,Low
11386,Honda Civic EXi,1190000,Islamabad,1999,185000,Petrol,Not Available,Islamabad,White,Local,1500,Low,High
11388,Honda City 1.3 i-VTEC,4335000,Lahore,2021,22000,Petrol,Not Available,Punjab,Lunar Silver Metallic,Local,1300,High,Low
11393,Toyota Corolla GLi 1.3 VVTi,2850000,Rawalpindi,2013,86000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,Medium
11394,Honda Vezel Hybrid Z,5500000,Rawalpindi,2016,112000,Hybrid,Automatic,Islamabad,Black,Imported,1500,High,High
11396,KIA Sportage AWD,8150000,Lahore,2022,22000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
11401,Toyota Corolla XLi,1935000,Faisalabad,2007,200000,Petrol,Not Available,Punjab,Super White,Local,1300,Low,High
11403,KIA Sportage FWD,6525000,Islamabad,2020,54680,Petrol,Automatic,Islamabad,Sparkling Silver,Local,2000,High,Medium
11406,Daihatsu Mira L,3475000,Karachi,2021,5270,Petrol,Automatic,Un-Registered,Bright Silver Metallic,Imported,660,Medium,Low
11407,Toyota Fortuner 2.8 Sigma 4,16000000,Lahore,2022,30000,Diesel,Automatic,Punjab,Super White,Local,2800,High,Low
11408,Honda Vezel Hybrid Z,5685000,Islamabad,2015,120000,Hybrid,Automatic,Islamabad,White,Imported,1500,High,High
11409,Honda City 1.3 i-VTEC,2280000,Faisalabad,2009,135000,Petrol,Not Available,Sindh,Blue,Local,1300,Medium,High
11410,Honda City 1.3 i-VTEC,3650000,Rawalpindi,2019,58000,Petrol,Not Available,Islamabad,Modern Steel Metallic,Local,1300,Medium,Medium
11411,Suzuki Alto VXL AGS,3020000,Karachi,2023,2900,Petrol,Automatic,Sindh,White,Local,660,Medium,Low
11412,Suzuki Wagon R VXL,1960000,Lahore,2017,123,Petrol,Not Available,Islamabad,Silky Silver,Local,1000,Low,Low
11414,Honda City 1.3 i-VTEC,3400000,Khushab,2018,79000,Petrol,Not Available,Punjab,Crystal Black Pearl,Local,1300,Medium,Medium
11415,Honda Civic 1.8 i-VTEC CVT,6500000,Lahore,2020,90000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,High,Medium
11416,Honda Civic Oriel 1.8 i-VTEC CVT,5300000,Islamabad,2019,58000,Petrol,Automatic,Lahore,Maroon,Local,1800,High,Medium
11417,Honda Civic,819999,Lahore,2000,200000,Petrol,Not Available,Punjab,Black,Local,1500,Low,High
11418,Toyota Corolla GLi 1.3 VVTi,2575000,Rawalpindi,2011,140982,Petrol,Not Available,Lahore,Black,Local,1300,Medium,High
11419,Suzuki Alto VXR,2475000,Sahiwal,2022,30000,Petrol,Not Available,Punjab,White,Local,660,Medium,Low
11420,Suzuki Cultus VXR,969999,Rawalpindi,2007,100000,Petrol,Not Available,Islamabad,Silver,Local,1000,Low,Medium
11421,Toyota Corolla Altis Automatic 1.6,4750000,Peshawar,2018,70000,Petrol,Automatic,Islamabad,White,Local,1600,High,Medium
11422,Suzuki Cultus VXR,819999,Rawalpindi,2006,12345,Petrol,Not Available,Lahore,White,Local,1000,Low,Low
11423,Honda City i-DSI,2650000,Lahore,2007,99999,Petrol,Not Available,Punjab,White,Local,1300,Medium,Medium
11424,Honda Vezel Hybrid Z,4800000,Karachi,2015,105000,Hybrid,Automatic,Karachi,White,Imported,1500,High,High
11425,Toyota Corolla Altis Automatic 1.6,4500000,Rawalpindi,2020,50000,Petrol,Automatic,Karachi,Blue,Local,1600,High,Low
11427,Honda Civic EXi,1580000,Islamabad,2006,290000,Petrol,Not Available,Lahore,White,Local,1500,Low,High
11429,Toyota Fortuner 2.7 VVTi,11500000,Lahore,2017,220000,Petrol,Automatic,Islamabad,White,Local,2700,High,High
11430,Suzuki Wagon R VXL,2825000,Multan,2021,60000,Petrol,Not Available,Lahore,White,Local,1000,Medium,Medium
11432,Toyota C-HR G-LED,7650000,Karachi,2017,70000,Hybrid,Automatic,Karachi,White,Imported,1800,High,Medium
11434,Honda Civic Oriel 1.8 i-VTEC CVT,6670000,Islamabad,2022,65000,Petrol,Automatic,Islamabad,Black,Local,1800,High,Medium
11435,Toyota Corolla Altis Grande CVT-i 1.8,6000000,Multan,2018,60666,Petrol,Automatic,Islamabad,White,Local,1800,High,Medium
11436,Daihatsu Mira X SA lll,3550000,Karachi,2020,43000,Petrol,Automatic,Un-Registered,Silver,Imported,660,Medium,Low
11437,Suzuki Alto VXL AGS,2465000,Karachi,2020,35000,Petrol,Automatic,Karachi,Silky Silver,Local,660,Medium,Low
11438,Toyota Corolla,4600000,Quetta,2008,71000,Petrol,Automatic,Un-Registered,Red,Imported,1500,High,Medium
11439,Toyota Corolla,530000,Abbottabad,2020,55555,Not Available,Not Available,Karachi,White,Imported,660,Low,Medium
11440,Toyota Corolla GLi Automatic 1.3 VVTi,4350000,Karachi,2018,67000,Petrol,Automatic,Karachi,Silver Metallic,Local,1300,High,Medium
11448,DFSK Glory 580 Pro,6000000,Islamabad,2021,24000,Petrol,Automatic,Islamabad,Black,Local,1500,High,Low
11450,Suzuki Cultus Auto Gear Shift,2975000,Rawalpindi,2019,77000,Petrol,Automatic,Lahore,White,Local,1000,Medium,Medium
11451,Toyota Vitz F 1.0,2750000,Lahore,2014,79000,Petrol,Automatic,Karachi,Silver,Imported,1000,Medium,Medium
11454,KIA Sportage FWD,7800000,Lahore,2022,16000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
11455,Honda Vezel Hybrid Z,7625000,Multan,2018,10980,Hybrid,Automatic,Un-Registered,Brown,Imported,1500,High,Low
11456,Honda N Wgn G,2465000,Lahore,2014,93468,Petrol,Automatic,Punjab,Black,Imported,660,Medium,Medium
11458,Honda City 1.2L CVT,4600000,Lahore,2022,53000,Petrol,Automatic,Punjab,White,Local,1200,High,Medium
11459,Toyota Land Cruiser ZX,59000000,Lahore,2020,2000,Petrol,Automatic,Un-Registered,Black,Imported,4600,High,Low
11460,Honda Civic Oriel 1.8 i-VTEC CVT,6275000,Lahore,2021,85000,Petrol,Automatic,Punjab,Crystal Black,Local,1800,High,Medium
11461,Toyota Vitz F 1.0,2300000,Swabi,2009,157000,Petrol,Automatic,Islamabad,Red,Imported,1000,Medium,High
11462,Hyundai Tucson AWD A/T Ultimate,7900000,Islamabad,2022,23700,Petrol,Automatic,Islamabad,Black,Local,2000,High,Low
11463,Toyota Yaris Hatchback,4300000,Gujranwala,2020,120000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,High,High
11464,Toyota Corolla GLi 1.3 VVTi,2850000,Narang mandi,2011,75000,Petrol,Not Available,Lahore,Silver Metallic,Local,1300,Medium,Medium
11465,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3290000,Mirpur ak,2013,160000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,Medium,High
11469,Honda Civic,6550000,Gujrat,2021,30000,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
11470,Suzuki Alto VXR,830000,Mian wali,2005,236000,Petrol,Not Available,Islamabad,Solid White,Local,1000,Low,High
11471,Suzuki Alto VXR,650000,Karachi,2003,100000,Petrol,Not Available,Sindh,White,Local,1000,Low,Medium
11478,Suzuki Khyber,480000,Karachi,2000,1000,Petrol,Not Available,Karachi,Red,Local,1000,Low,Low
11479,Toyota Corolla SE Limited,1850000,Okara,1996,150000,Petrol,Automatic,Lahore,White,Imported,1500,Low,High
11480,Honda Civic Oriel 1.8 i-VTEC CVT,6000000,Gujranwala,2021,65000,Petrol,Automatic,Islamabad,Black,Local,1800,High,Medium
11481,Hyundai Tucson AWD A/T Ultimate,7600000,Gujranwala,2022,48700,Petrol,Automatic,Islamabad,Black,Local,2000,High,Low
11482,Honda N Wgn G,4175000,Gujranwala,2022,8000,Petrol,Automatic,Un-Registered,White,Imported,660,High,Low
11484,Toyota Yaris Hatchback,4450000,Rawalpindi,2020,71000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,High,Medium
11489,Toyota Yaris Hatchback,4850000,Sialkot,2020,23000,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Low
11492,Toyota Corolla XE,1000000,Larkana,1996,100000,Petrol,Not Available,Sindh,Grey,Local,1300,Low,Medium
11493,Honda City 1.3 i-VTEC,2750000,Lahore,2016,118000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,High
11497,Honda Civic Oriel 1.8 i-VTEC CVT,5280000,Islamabad,2017,73000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
11499,Daihatsu Cuore CX Eco,835000,Islamabad,2008,163039,Petrol,Not Available,Sindh,Champagne Metallic,Local,800,Low,High
11500,Honda Vezel Hybrid Z,7450000,Sialkot,2018,56957,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
11501,KIA Sportage AWD,6400000,Karachi,2019,55000,Petrol,Automatic,Sindh,White,Local,2000,High,Medium
11503,Honda Civic VTi 1.6,980000,Gujrat,1997,200000,Petrol,Not Available,Sialkot,White,Imported,1600,Low,High
11504,Suzuki Wagon R VXR,1950000,Lahore,2017,130000,Petrol,Not Available,Lahore,Solid White,Local,1000,Low,High
11506,Honda Civic EXi Prosmatec,1614999,Gujranwala,2006,160000,Petrol,Automatic,Lahore,Black,Local,1500,Low,High
11507,Toyota Corolla Altis Grande CVT-i 1.8,6100000,Islamabad,2020,70000,Petrol,Automatic,Islamabad,Super white,Local,1800,High,Medium
11512,Honda Vezel Hybrid Z,7350000,Karachi,2018,65000,Hybrid,Automatic,Un-Registered,Black,Imported,1500,High,Medium
11513,Toyota Yaris Hatchback,4775000,Karachi,2020,46511,Petrol,Automatic,Un-Registered,Pearl White,Imported,1000,High,Low
11515,Daihatsu Mira X SA lll,4000000,Karachi,2021,97,Petrol,Automatic,Un-Registered,Silver,Imported,660,Medium,Low
11516,Suzuki Wagon R,4500000,Karachi,2021,15000,Hybrid,Automatic,Un-Registered,White,Imported,660,High,Low
11517,Daihatsu Mira,3550000,Karachi,2021,25000,Petrol,Automatic,Un-Registered,White,Imported,660,Medium,Low
11518,Suzuki Wagon R,4500000,Karachi,2021,9000,Hybrid,Automatic,Un-Registered,Silver,Imported,660,High,Low
11520,Suzuki Cultus VXRi,1250000,Jhelum,2009,120000,Petrol,Not Available,Punjab,Silver,Local,1000,Low,High
11522,Suzuki Mehran VXR,520000,Hujra shah mukeem,2007,12345,Petrol,Not Available,Multan,White,Local,800,Low,Low
11523,Suzuki Mehran VX,550000,Mirpur ak,1991,123456,Petrol,Not Available,Sahiwal,Gray Metallic,Local,800,Low,High
11524,Toyota Corolla,1789999,Kashmir,2003,1,Diesel,Not Available,Lahore,White,Local,2000,Low,Low
11525,Honda City i-DSI,1520000,Peshawar,2004,200000,Petrol,Not Available,Peshawar,Taffeta White,Local,1300,Low,High
11526,Toyota Corolla GLi Automatic 1.3 VVTi,4750000,Lahore,2019,29000,Petrol,Automatic,Lahore,Strong Blue,Local,1300,High,Low
11528,Toyota Corolla Altis Grande CVT-i 1.8,4290000,Lahore,2015,146000,Petrol,Automatic,Lahore,Grey,Imported,1800,High,High
11529,Suzuki Alto VX,2400000,Dera ismail khan,2019,100,Petrol,Not Available,Un-Registered,Solid White,Local,660,Medium,Low
11531,Toyota Vitz,2225000,Sahiwal,2009,123000,Petrol,Automatic,Lahore,Silver,Imported,1000,Medium,High
11532,Suzuki Swift DLX Automatic 1.3 Navigation,2660000,Karachi,2018,56000,Petrol,Automatic,Sindh,Grey,Local,1300,Medium,Medium
11533,Honda City 1.3 i-VTEC Prosmatec,3675000,Karachi,2019,70000,Petrol,Automatic,Karachi,Taffeta White,Local,1300,Medium,Medium
11534,Honda City Aspire Prosmatec 1.5 i-VTEC,3700000,Islamabad,2015,129000,Petrol,Automatic,Sindh,Taffeta White,Local,1500,Medium,High
11539,Toyota Corolla Altis Automatic 1.6,4200000,Lahore,2017,154000,Petrol,Automatic,Lahore,Super White,Local,1600,High,High
11540,MG HS Trophy,7900000,Lahore,2023,12000,Petrol,Automatic,Lahore,Black Pearl,Local,1500,High,Low
11541,Toyota Corolla XLi VVTi,2089999,Rawalpindi,2009,200000,Petrol,Not Available,Islamabad,Black,Local,1300,Low,High
11542,Honda Civic Oriel 1.8 i-VTEC CVT,5300000,Islamabad,2017,86000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
11557,Suzuki Wagon R VXL,2275000,Islamabad,2018,70000,Petrol,Not Available,Islamabad,Solid White,Local,1000,Medium,Medium
11561,Honda City 1.3 i-VTEC,3200000,Lahore,2016,130000,Petrol,Not Available,Punjab,Urban Titanium,Local,1300,Medium,High
11563,Toyota Hilux Revo V Automatic 2.8,13000000,Lahore,2022,25000,Diesel,Automatic,Punjab,Black,Local,2800,High,Low
11564,Toyota Vitz,3000000,Rawalpindi,2012,170000,Petrol,Automatic,Islamabad,White,Imported,1000,Medium,High
11565,MG HS Trophy,6450000,Rawalpindi,2021,50000,Petrol,Automatic,Islamabad,Black Pearl,Local,1500,High,Low
11566,Toyota Corolla XLi VVTi,3100000,Peshawar,2015,150000,Petrol,Not Available,Sindh,White,Local,1300,Medium,High
11567,Toyota Fortuner 2.7 VVTi,11700000,Lahore,2018,43500,Petrol,Automatic,Punjab,Super White,Local,2700,High,Low
11568,Toyota Corolla GLi Automatic 1.3 VVTi,4625000,Sialkot,2019,63000,Petrol,Automatic,Lahore,White,Local,1300,High,Medium
