,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
10858,Toyota Vitz F 1.0,3000000,Karachi,2014,70000,Petrol,Automatic,Sindh,Gold,Imported,1000,Medium,Medium
10860,Hyundai Tucson AWD A/T Ultimate,7200000,Sialkot,2021,42400,Petrol,Automatic,Islamabad,Black,Local,2000,High,Low
10865,Honda City 1.3 i-VTEC,2950000,Islamabad,2018,98500,Petrol,Not Available,Islamabad,Silver,Local,1300,Medium,Medium
10868,Toyota Aqua S,6050000,Peshawar,2020,84000,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
10873,Honda City 1.3 i-VTEC,2725000,Lahore,2015,78000,Petrol,Not Available,Punjab,Silver,Local,1300,Medium,Medium
10874,Suzuki Mehran VXR Euro II,1250000,Lahore,2017,54000,Petrol,Not Available,Lahore,Solid White,Local,796,Low,Medium
10875,Suzuki Alto VXR,2470000,Wah cantt,2022,71000,Petrol,Not Available,Islamabad,Solid White,Local,660,Medium,Medium
10877,Honda City 1.3 i-VTEC,2925000,Faisalabad,2017,93000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,Medium,Medium
10878,Hyundai Tucson AWD A/T Ultimate,7375000,Lahore,2021,49000,Petrol,Automatic,Punjab,Polar White,Local,2000,High,Low
10879,Toyota Yaris ATIV CVT 1.3,3970000,Karachi,2021,39000,Petrol,Automatic,Karachi,White,Local,1300,Medium,Low
10880,Toyota Corolla GLi 1.3 VVTi,3650000,Gujrat,2018,97000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,Medium
10881,Honda Civic VTi Prosmatec 1.8 i-VTEC,2275000,Karachi,2007,126000,Petrol,Automatic,Sindh,Silky Silver,Local,1800,Medium,High
10883,Suzuki Swift DLX 1.3,1695000,Lahore,2010,155000,Petrol,Not Available,Lahore,Burgundy,Local,1300,Low,High
10884,Suzuki Cultus VXL,2595000,Karachi,2019,83000,Petrol,Not Available,Karachi,White,Local,1000,Medium,Medium
10887,Suzuki Cultus VXR,800000,Karachi,2006,100,Petrol,Not Available,Karachi,Black,Local,1000,Low,Low
10889,Suzuki Alto VXR (CNG),1220000,Islamabad,2008,105000,Petrol,Not Available,Islamabad,Solid White,Local,1000,Low,High
10891,Suzuki Swift DLX 1.3,1825000,Lahore,2013,161000,Petrol,Not Available,Lahore,Metalic Green,Local,1300,Low,High
10892,Suzuki Bolan VX Euro II,1240000,Karachi,2015,75800,Petrol,Not Available,Sindh,Solid White,Local,800,Low,Medium
10895,Toyota Aqua S,5600000,Hyderabad,2018,50000,Hybrid,Automatic,Sindh,Silver,Imported,1500,High,Low
10896,Toyota Yaris Hatchback,4700000,Lahore,2020,42000,Petrol,Automatic,Un-Registered,Blue,Imported,1000,High,Low
10902,Suzuki Alto VXR,1250000,Okara,2011,288200,Petrol,Not Available,Punjab,Grey,Local,1000,Low,High
10903,Haval H6 HEV,12500000,Lahore,2024,25,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,High,Low
10905,Suzuki Alto VXR (CNG),1000000,Mardan,2005,230000,Petrol,Not Available,Islamabad,White,Local,1000,Low,High
10906,Suzuki Swift DLX Automatic 1.3 Navigation,2710000,Karachi,2018,60000,Petrol,Automatic,Sindh,Gold,Local,1300,Medium,Medium
10907,Suzuki Wagon R VXL,3190000,Islamabad,2022,3800,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Low
10910,KIA Sportage FWD,7000000,Lahore,2020,42000,Petrol,Automatic,Punjab,White,Local,2000,High,Low
10913,Suzuki Wagon R VXL,2950000,Sargodha,2022,33000,Petrol,Not Available,Punjab,Solid White,Local,1000,Medium,Low
10914,Toyota Corolla GLi 1.3 VVTi,3000000,Sargodha,2010,72300,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Medium
10915,Suzuki Cultus VXL,2520000,Jatoi,2018,105000,Petrol,Not Available,Karachi,White,Local,1000,Medium,High
10916,Suzuki Alto VXL AGS,3100000,Lahore,2023,7197,Petrol,Automatic,Punjab,Silky Silver,Local,660,Medium,Low
10917,Suzuki Swift DLX 1.3,2150000,Sialkot,2014,68000,Petrol,Not Available,Sindh,Black,Local,1300,Low,Medium
10920,Suzuki Alto VXR,2525000,Islamabad,2022,39000,Petrol,Not Available,Punjab,White,Local,660,Medium,Low
10921,Toyota Aqua S,4500000,Islamabad,2015,113000,Hybrid,Automatic,Islamabad,Grey,Imported,1500,High,High
10924,Suzuki Khyber,300000,Islamabad,1991,120,Petrol,Not Available,Lahore,White,Local,1000,Low,Low
10925,KIA Sportage AWD,7000000,Lahore,2021,61817,Petrol,Automatic,Punjab,White,Local,2000,High,Medium
10926,Toyota Fortuner 2.8 Sigma 4,14000000,Mandi bahauddin,2019,76000,Diesel,Automatic,Islamabad,Attitude Black,Local,2800,High,Medium
10927,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,5900000,Lahore,2021,54000,Petrol,Automatic,Lahore,Super White,Local,1800,High,Medium
10929,Toyota Fortuner 2.7 VVTi,7500000,Islamabad,2014,150000,Petrol,Automatic,Islamabad,Super White,Local,2700,High,High
10931,Toyota C-HR G-LED,8325000,Lahore,2019,82500,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1800,High,Medium
10934,Suzuki Alto VXR,950000,Lahore,2008,85000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Medium
10938,Honda Vezel Hybrid Z,5400000,Islamabad,2014,109000,Hybrid,Automatic,Islamabad,White,Imported,1500,High,High
10941,Honda Civic,2725000,Lahore,2013,183000,Petrol,Not Available,Lahore,Bronze,Local,1800,Medium,High
10943,Suzuki Bolan,1025000,Islamabad,2006,49000,Petrol,Not Available,Sindh,White,Local,800,Low,Low
10948,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3000000,Karachi,2013,130560,Petrol,Automatic,Sindh,Crystal Black,Local,1800,Medium,High
10949,Toyota Prado TX 2.7,25500000,Islamabad,2018,54875,Petrol,Automatic,Un-Registered,White,Imported,2700,High,Medium
10951,Honda Civic Oriel 1.8 i-VTEC CVT,5300000,Lahore,2018,100000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,High,Medium
10953,Toyota Corolla Altis X Automatic 1.6,5650000,Rawalpindi,2022,23000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
10955,Toyota Corolla Altis Automatic 1.6,4750000,Karachi,2018,33700,Petrol,Automatic,Un-Registered,Graphite Grey,Local,1600,High,Low
10956,Honda Civic EXi Prosmatec,1670000,Lahore,2004,165000,Petrol,Automatic,Punjab,White,Local,1500,Low,High
10957,Suzuki Wagon R VXL,2760000,Multan,2021,39000,Petrol,Not Available,Punjab,White,Local,1000,Medium,Low
10958,Honda Civic 1.8 i-VTEC CVT,5900000,Rawalpindi,2020,28000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,High,Low
10960,Suzuki Mehran VX,575000,Karachi,2008,55000,Petrol,Not Available,Karachi,White,Local,800,Low,Medium
10962,MG HS Trophy,6495000,Multan,2021,37000,Petrol,Automatic,Islamabad,White,Local,1500,High,Low
10963,Honda Civic Oriel 1.8 i-VTEC CVT,5880000,Islamabad,2020,74000,Petrol,Automatic,Islamabad,Burgundy,Local,1800,High,Medium
10964,Honda N Wgn G,3400000,Islamabad,2020,40000,Petrol,Automatic,Un-Registered,Black,Imported,660,Medium,Low
10967,Toyota Aqua S,5550000,Karachi,2018,80000,Hybrid,Automatic,Karachi,White,Imported,1500,High,Medium
10969,Toyota Corolla XE,1350000,Lahore,1999,224000,Petrol,Not Available,Sindh,Black,Local,1300,Low,High
10971,Honda City 1.3 i-VTEC,2950000,Gujranwala,2015,152000,Petrol,Not Available,Lahore,Modern Steel Metallic,Local,1300,Medium,High
10972,Honda Civic VTi 1.6,1080000,Lahore,1997,121212,Petrol,Not Available,Lahore,Golden,Local,1600,Low,High
10979,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,6100000,Karachi,2021,82000,Petrol,Automatic,Un-Registered,Black,Local,1800,High,Medium
10980,Hyundai Sonata 2.5,10500000,Islamabad,2022,27000,Petrol,Automatic,Islamabad,White,Local,2500,High,Low
10982,Toyota Fortuner 2.8 Sigma 4,15800000,Lahore,2021,15700,Diesel,Automatic,Punjab,Super White,Local,2800,High,Low
10989,Toyota Corolla GLi Automatic 1.3 VVTi,3275000,Karachi,2015,90000,Petrol,Automatic,Sindh,White,Local,1300,Medium,Medium
10991,Suzuki Alto VXR,819999,Karachi,2008,80000,Petrol,Not Available,Karachi,Green,Local,1000,Low,Medium
10992,Toyota Vitz F 1.0,3200000,Gujrat,2014,85000,Petrol,Automatic,Lahore,Silver,Imported,1000,Medium,Medium
10994,KIA Sportage FWD,7050000,Karachi,2021,35000,Petrol,Automatic,Karachi,Sparkling Silver,Local,2000,High,Low
10996,Suzuki Mehran VXR Euro II,1299000,Faisalabad,2018,52100,Petrol,Not Available,Lahore,White,Local,800,Low,Medium
10997,Toyota Corolla Altis Grande CVT-i 1.8,4390000,Karachi,2016,75100,Petrol,Automatic,Karachi,Silver,Local,1800,High,Medium
10998,Toyota Corolla,3150000,Peshawar,2007,199999,Petrol,Automatic,Islamabad,Grey,Imported,1500,Medium,High
10999,Changan Alsvin 1.5L DCT Lumiere,3900000,Lahore,2022,39000,Petrol,Automatic,Punjab,Steller White,Local,1500,Medium,Low
11000,Suzuki Alto VXR,801000,Karachi,2010,100000,Petrol,Not Available,Karachi,Solid White,Local,1000,Low,Medium
11004,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,7000000,Sargodha,2022,36000,Petrol,Automatic,Punjab,Black,Local,1800,High,Low
11005,Honda BR-V i-VTEC S,5000000,Karachi,2020,28000,Petrol,Automatic,Karachi,Lunar Silver Metallic,Local,1500,High,Low
11006,Toyota Hilux Revo V Automatic 2.8,13000000,Islamabad,2021,29000,Diesel,Automatic,Islamabad,Super White,Local,2800,High,Low
11007,Honda Civic VTi Prosmatec 1.8 i-VTEC,2050000,Islamabad,2008,175000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,Low,High
11009,Toyota Prado TX L Package 2.7,27500000,Islamabad,2018,25000,Petrol,Automatic,Un-Registered,White,Imported,2700,High,Low
11013,Suzuki Wagon R VXL,2450000,Islamabad,2017,80100,Petrol,Not Available,Islamabad,Solid White,Local,1000,Medium,Medium
11018,Suzuki Swift DLX Automatic 1.3 Navigation,2720000,Wazirabad,2019,84000,Petrol,Automatic,Lahore,White,Local,1300,Medium,Medium
11021,Toyota Corolla Altis X Automatic 1.6,5699000,Karachi,2022,34000,Petrol,Automatic,Sindh,Gold,Local,1600,High,Low
11022,Toyota Corolla SE Limited,1295000,Attock,2001,160250,Petrol,Not Available,Islamabad,White,Imported,1500,Low,High
11023,Honda Vezel Hybrid Z,8800000,Islamabad,2018,53950,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
11025,Toyota Corolla,5000000,Faisalabad,2021,65000,Petrol,Automatic,Punjab,White,Local,1500,High,Medium
11026,MG HS Trophy,6575000,Multan,2021,8700,Petrol,Automatic,Punjab,White,Imported,1500,High,Low
11027,Toyota Corolla XE,1100000,Rawalpindi,1994,324447,Petrol,Not Available,Punjab,Navy,Local,1300,Low,High
11031,Toyota Vitz F 1.0,3350000,Karachi,2014,70000,Petrol,Automatic,Karachi,Silver,Imported,1000,Medium,Medium
11033,Honda City 1.2L CVT,4450000,Lahore,2022,22300,Petrol,Automatic,Punjab,White,Local,1200,High,Low
11034,Suzuki Mehran VXR Euro II,1200000,Karachi,2019,100000,Petrol,Not Available,Karachi,Solid White,Local,796,Low,Medium
11035,Toyota Fortuner 2.7 VVTi,11900000,Narowal,2017,67000,Petrol,Automatic,Islamabad,White,Local,2700,High,Medium
11036,Toyota Corolla Altis X Automatic 1.6,4900000,Islamabad,2021,48000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
11039,Toyota Prado TX L Package 2.7,30000000,Lahore,2019,29000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,High,Low
11041,KIA Sportage AWD,8800000,Lahore,2023,10000,Petrol,Automatic,Punjab,White,Local,2000,High,Low
11046,Toyota Prado TX L Package 2.7,19300000,Lahore,2011,48000,Petrol,Automatic,Islamabad,Attitude Black Mica,Imported,2700,High,Low
11047,Honda Vezel Hybrid Z,6285000,Islamabad,2016,53000,Hybrid,Automatic,Islamabad,White,Imported,1500,High,Medium
11049,Suzuki Alto VXR,2400000,Hyderabad,2022,15000,Petrol,Not Available,Sindh,Silver,Local,660,Medium,Low
11051,Honda Civic VTi 1.8 i-VTEC,3729999,Rawalpindi,2015,137000,Petrol,Not Available,Un-Registered,Taffeta White,Local,1800,Medium,High
11054,Suzuki Mehran VXR Euro II,1430000,Rawalpindi,2018,60000,Petrol,Not Available,Lahore,Solid White,Local,796,Low,Medium
11057,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2800000,Karachi,2009,86000,Petrol,Automatic,Sindh,White,Local,1800,Medium,Medium
11058,MG HS Trophy,7200000,Multan,2021,27700,Petrol,Automatic,Punjab,Black Pearl,Imported,1500,High,Low
11059,Suzuki Alto VXR,2385000,Peshawar,2021,50000,Petrol,Not Available,Islamabad,Solid White,Local,660,Medium,Low
11060,Daihatsu Mira X SA lll,3925000,Karachi,2020,11000,Petrol,Automatic,Sindh,Pearl White,Imported,660,Medium,Low
11061,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,6200000,Hyderabad,2021,35000,Petrol,Automatic,Sindh,Super White,Local,1800,High,Low
11063,Suzuki Bolan VX,305000,Rawalpindi,1990,5632,Petrol,Not Available,Sahiwal,White,Local,800,Low,Low
11064,Suzuki Swift DLX 1.3 Navigation,2150000,Multan,2016,110000,Petrol,Not Available,Karachi,Silver,Local,1300,Low,High
11066,KIA Sportage FWD,6700000,Islamabad,2020,90000,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
11067,Toyota Corolla Altis X Automatic 1.6,5175000,Islamabad,2021,39000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
11068,Toyota Aqua S,4750000,Islamabad,2017,82000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,High,Medium
11069,Toyota Yaris Hatchback,4850000,Karachi,2021,39000,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Low
11070,Toyota Prado TX 2.7,8100000,Islamabad,2003,103000,Petrol,Automatic,Lahore,Crystal Pearl,Imported,2700,High,High
11071,Toyota Aqua S,6500000,Islamabad,2020,59500,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
11072,Toyota Prado TX L Package 2.7,33000000,Islamabad,2018,24500,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,High,Low
11074,Toyota Prado TX L Package 2.7,28200000,Lahore,2019,32000,Petrol,Automatic,Un-Registered,White,Imported,2700,High,Low
11076,Toyota Corolla XLi VVTi,2400000,Vehari,2010,70000,Petrol,Not Available,Sindh,Silver,Local,1300,Medium,Medium
11079,Toyota Yaris ATIV X CVT 1.5,4500000,Karachi,2021,35000,Petrol,Automatic,Sindh,Attitude Black,Local,1500,High,Low
11080,Toyota Corolla Altis Automatic 1.6,4500000,Karachi,2019,130000,Petrol,Automatic,Sindh,Graphite Grey,Local,1600,High,High
11082,Daihatsu Cuore CX Eco,1200000,Karachi,2011,80,Petrol,Not Available,Karachi,Green,Local,800,Low,Low
11083,Toyota Yaris ATIV X CVT 1.5,4250000,Karachi,2020,38000,Petrol,Automatic,Karachi,Super White,Local,1500,High,Low
11085,Toyota Yaris ATIV CVT 1.3,4200000,Karachi,2021,35300,Petrol,Automatic,Sindh,White,Local,1300,High,Low
11088,Suzuki Wagon R Hybrid FX,2950000,Faisalabad,2017,51500,Hybrid,Automatic,Punjab,Silver,Imported,660,Medium,Medium
11090,Honda Civic Oriel 1.8 i-VTEC CVT,6500000,Lahore,2021,30000,Petrol,Automatic,Punjab,Black,Local,1800,High,Low
11091,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2425000,Lahore,2009,154317,Petrol,Automatic,Punjab,Crystal Black,Local,1800,Medium,High
11092,Toyota Land Cruiser ZX,39500000,Lahore,2016,65000,Petrol,Automatic,Punjab,White Pearl Crystal Shine,Imported,4600,High,Medium
11094,Honda City EXi,665000,Karachi,1998,105520,Petrol,Not Available,Karachi,White,Local,1300,Low,High
11095,Suzuki Alto VXR,2500000,Attock,2021,48900,Petrol,Not Available,Islamabad,Graphite Grey,Local,660,Medium,Low
11096,Suzuki Mehran VXR,570000,Jhelum,2007,60000,Petrol,Not Available,Lahore,Blue,Local,800,Low,Medium
11097,Honda Vezel Hybrid Z,4350000,Lahore,2014,109000,Hybrid,Automatic,Islamabad,Blue,Imported,1500,High,High
11101,Toyota Fortuner 2.7 VVTi,8600000,Lahore,2014,39000,Petrol,Automatic,Lahore,Super White,Local,2700,High,Low
11106,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3295000,Lahore,2014,140000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,Medium,High
11108,KIA Sportage AWD,8700000,Lahore,2024,29,Petrol,Automatic,Un-Registered,White,Local,2000,High,Low
11112,Suzuki Mehran VXR Euro II,1040000,Bahawalpur,2015,48000,Petrol,Not Available,Sindh,Silky Silver,Local,796,Low,Low
11113,Honda Civic EXi,1500000,Faisalabad,2006,210000,Petrol,Not Available,Lahore,Black,Local,1500,Low,High
11114,Honda City 1.3 i-VTEC,3650000,Bahawalpur,2019,73000,Petrol,Not Available,Lahore,Crystal Black Pearl,Local,1300,Medium,Medium
11117,Honda Civic VTi Prosmatec 1.8 i-VTEC,2430000,Sargodha,2010,185455,Petrol,Automatic,Islamabad,Red,Local,1800,Medium,High
11118,Honda Civic VTi Oriel Prosmatec 1.6,1590000,Peshawar,2001,255673,Petrol,Automatic,Lahore,Grey,Local,1600,Low,High
11119,Toyota Corolla Altis Automatic 1.6,3650000,Multan,2015,89000,Petrol,Automatic,Lahore,Super White,Imported,1600,Medium,Medium
11120,Honda Civic EXi,980000,Faisalabad,1997,10000,Petrol,Not Available,Gujranwala,White,Local,1500,Low,Low
11121,Suzuki Alto VXL AGS,2375000,Lahore,2019,137000,Petrol,Automatic,Lahore,Solid White,Local,660,Medium,High
11122,KIA Sportage FWD,8009999,Lahore,2024,31,Petrol,Automatic,Un-Registered,Black,Local,2000,High,Low
11124,Toyota Corolla Altis Grande CVT-i 1.8,5400000,Islamabad,2019,92000,Petrol,Automatic,Islamabad,Grey,Local,1800,High,Medium
11126,Honda City 1.3 i-VTEC,3345000,Karachi,2018,62000,Petrol,Not Available,Karachi,Grey,Local,1300,Medium,Medium
11129,Toyota Yaris Hatchback,0,Islamabad,2021,77000,Petrol,Automatic,Un-Registered,Black,Imported,1000,Low,Medium
11133,Honda Vezel Hybrid Z,5650000,Rawalpindi,2015,72000,Hybrid,Automatic,Un-Registered,Red,Imported,1500,High,Medium
11134,Toyota Aqua S,3400000,Karachi,2014,97000,Hybrid,Automatic,Karachi,Grey,Imported,1500,Medium,Medium
11135,Suzuki Wagon R VXL,2140000,Lahore,2017,98000,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,Low,Medium
11138,Toyota Corolla,4000000,Abbottabad,2016,75000,Petrol,Automatic,Islamabad,Grey,Local,1600,Medium,Medium
11139,Suzuki Mehran VX Euro II,1275000,Lahore,2018,76900,Petrol,Not Available,Multan,Gold,Local,796,Low,Medium
11142,Toyota Corolla Altis Grande CVT-i 1.8,6100000,Islamabad,2019,61000,Petrol,Automatic,Islamabad,Black,Local,1800,High,Medium
11144,Honda Civic VTi Oriel 1.8 i-VTEC,2300000,Multan,2009,155000,Petrol,Not Available,Karachi,Beige Metallic,Local,1800,Medium,High
11145,Honda City i-DSI,2100000,Khushab,2007,170000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Low,High
11149,Suzuki Cultus VXR,680000,Karachi,2007,18000,Petrol,Not Available,Karachi,Gold,Local,1000,Low,Low
11150,Suzuki Cultus Auto Gear Shift,2780000,Rawalpindi,2018,75000,Petrol,Automatic,Sindh,Grey,Local,1000,Medium,Medium
11151,Hyundai Tucson AWD A/T Ultimate,8300000,Islamabad,2022,37000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
11152,Suzuki Mehran VX,620000,Karachi,2012,88000,Petrol,Not Available,Karachi,Snow White Pearl,Local,800,Low,Medium
11155,Suzuki Swift DLX 1.3 Navigation,2470000,Lahore,2018,109000,Petrol,Not Available,Lahore,White,Local,1300,Medium,High
11156,Honda N Wgn G,4090000,Gujranwala,2020,50000,Petrol,Automatic,Un-Registered,Grey,Imported,660,High,Low
11158,DFSK Glory 580 Pro,5200000,Islamabad,2021,39500,Petrol,Automatic,Islamabad,Grey Metallic,Local,1500,High,Low
11160,Toyota Fortuner 2.8 Sigma 4,16000000,Islamabad,2022,37500,Diesel,Automatic,Islamabad,Black,Local,2800,High,Low
11162,Toyota C-HR G-LED,7900000,Karachi,2018,22000,Hybrid,Automatic,Un-Registered,Black,Imported,1800,High,Low
11167,Toyota Hilux Revo V Automatic 2.8,12500000,Islamabad,2021,12728,Diesel,Automatic,Islamabad,White,Local,2800,High,Low
11168,Suzuki Swift DLX 1.3,2400000,Lahore,2017,100000,Petrol,Not Available,Sindh,Graphite Grey,Local,1300,Medium,Medium
11172,Toyota Corolla Altis Automatic 1.6,5045000,Sargodha,2019,60000,Petrol,Automatic,Islamabad,White,Local,1600,High,Medium
11174,Suzuki Wagon R VXL,2385000,Lahore,2021,57000,Petrol,Not Available,Punjab,Silky Silver,Local,1000,Medium,Medium
11175,Suzuki Alto VXR,2525000,Bhakkar,2022,32000,Petrol,Not Available,Punjab,Solid White,Local,660,Medium,Low
11177,Toyota Yaris ATIV CVT 1.3,3990000,Multan,2020,75000,Petrol,Automatic,Punjab,Indigo,Local,1300,Medium,Medium
11179,Suzuki Cultus EURO II,1430000,Gujranwala,2013,130000,Petrol,Not Available,Lahore,Solid White,Local,1000,Low,High
11180,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3650000,Lahore,2015,80000,Petrol,Automatic,Lahore,Alabaster Silver,Local,1800,Medium,Medium
11181,Toyota Aqua G,7990000,Karachi,2021,924,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Low
11182,Toyota Land Cruiser ZX,51500000,Karachi,2021,2400,Petrol,Automatic,Un-Registered,White,Imported,4600,High,Low
11183,Honda Vezel Hybrid Z,7750000,Gujranwala,2018,104,Hybrid,Automatic,Un-Registered,Black,Imported,1500,High,Low
11186,Honda Civic Oriel 1.8 i-VTEC CVT,5100000,Faisalabad,2018,81000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,High,Medium
11187,Changan Alsvin 1.5L DCT Lumiere,3700000,Karachi,2022,35500,Petrol,Automatic,Sindh,Black,Local,1500,Medium,Low
11188,Toyota Yaris Hatchback,4220000,Karachi,2021,94000,Petrol,Automatic,Un-Registered,Blue,Imported,1000,High,Medium
11189,Toyota Yaris ATIV X CVT 1.5,4290000,Karachi,2021,42000,Petrol,Automatic,Karachi,Attitude Black,Local,1500,High,Low
11190,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,6300000,Lahore,2021,33000,Petrol,Automatic,Punjab,Attitude Black,Local,1800,High,Low
11191,Toyota Land Cruiser ZX,0,Karachi,2012,81000,Petrol,Automatic,Karachi,Black,Imported,4600,Low,Medium
11192,Toyota Corolla Altis Automatic 1.6,4725000,Lahore,2018,86000,Petrol,Automatic,Lahore,Super White,Local,1600,High,Medium
11195,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,6500000,Islamabad,2021,35000,Petrol,Automatic,Islamabad,Super White,Local,1800,High,Low
11196,Changan Alsvin 1.5L DCT Lumiere,4000000,Gujranwala,2021,9200,Petrol,Automatic,Punjab,Steller White,Imported,1500,Medium,Low
11197,Toyota Corolla GLi 1.3 VVTi,2500000,Karachi,2012,110000,Petrol,Not Available,Sindh,Black,Local,1300,Medium,High
11200,Toyota C-HR G-LED,8800000,Peshawar,2018,135000,Hybrid,Automatic,Un-Registered,White,Imported,1800,High,High
11201,Honda City 1.3 i-VTEC,3260000,Gujrat,2017,60000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Medium,Medium
11202,Honda City 1.3 i-VTEC,2685000,Sialkot,2014,82000,Petrol,Not Available,Lahore,Modern Steel Metallic,Local,1300,Medium,Medium
11204,Toyota Vitz F 1.0,2890000,Gujranwala,2011,80000,Petrol,Automatic,Punjab,Grey,Imported,1000,Medium,Medium
11205,Toyota Corolla XLi VVTi,2600000,Lahore,2013,159000,Petrol,Not Available,Lahore,Silver Metallic,Local,1300,Medium,High
11206,Suzuki Alto,830000,Karachi,2008,123,Petrol,Not Available,Karachi,Maroon,Local,1000,Low,Low
11207,Honda Civic VTi Prosmatec 1.8 i-VTEC,2075000,Karachi,2010,107795,Petrol,Automatic,Sindh,Black,Local,1800,Low,High
11209,Toyota Corolla Altis X Automatic 1.6,0,Karachi,2021,18000,Petrol,Automatic,Karachi,White,Local,1600,Low,Low
11213,Toyota Corolla Altis Grande CVT-i 1.8,4550000,Karachi,2017,55000,Petrol,Automatic,Karachi,Attitude Black,Local,1800,High,Medium
11215,Honda Civic Oriel 1.8 i-VTEC CVT,6530000,Islamabad,2021,38000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Low
11217,KIA Sportage AWD,8950000,Islamabad,2023,4000,Petrol,Automatic,Un-Registered,Black,Local,2000,High,Low
11218,MG HS Trophy,6700000,Lahore,2021,23445,Petrol,Automatic,Lahore,White,Local,1500,High,Low
11222,Honda City i-DSI,1375000,Lahore,2005,114000,Petrol,Not Available,Sargodha,Crystal Black,Local,1300,Low,High
11223,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,4300000,Islamabad,2016,125000,Petrol,Automatic,Islamabad,Black,Local,1800,High,High
11224,Honda City Aspire Prosmatec 1.5 i-VTEC,3750000,Lahore,2018,88000,Petrol,Automatic,Lahore,Taffeta White,Local,1500,Medium,Medium
11225,Suzuki Alto VXL AGS,2965000,Karachi,2023,3000,Petrol,Automatic,Sindh,White,Local,660,Medium,Low
11227,Toyota Corolla GLi 1.3 VVTi,2950000,Muzaffar gargh,2014,108000,Petrol,Not Available,Sindh,White,Local,1300,Medium,High
11228,Suzuki Cultus VXL,3850000,Shakargarh,2022,15000,Petrol,Not Available,Punjab,White,Local,1000,Medium,Low
11229,Toyota Corolla,4200000,Islamabad,2017,1,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
11230,Honda City 1.3 i-VTEC,3500000,Lahore,2019,110000,Petrol,Not Available,Punjab,Taffeta White,Local,1300,Medium,High
11232,Suzuki Mehran VXR Euro II,1250000,Islamabad,2013,60000,Petrol,Not Available,Islamabad,Solid White,Local,796,Low,Medium
11233,Suzuki Wagon R VXR,2000000,Multan,2017,96700,Petrol,Not Available,Multan,White,Local,1000,Low,Medium
11234,Toyota Corolla GLi 1.3 VVTi,2380000,Karachi,2012,134000,Petrol,Not Available,Karachi,Silver Metallic,Local,1300,Medium,High
11235,Honda Civic Oriel 1.8 i-VTEC CVT,5350000,Faisalabad,2018,72000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
11237,DFSK Glory 580 Pro,5400000,Rahim yar khan,2021,27500,Petrol,Automatic,Rahim Yar Khan,Black,Local,1500,High,Low
11238,Toyota Hilux Revo V Automatic 2.8,11200000,Multan,2021,69000,Diesel,Automatic,Karachi,Attitude Black,Local,2800,High,Medium
11240,Toyota Yaris Hatchback,4600000,Islamabad,2020,64000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,High,Medium
11241,Toyota Aqua S,6300000,Islamabad,2020,84912,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
